Year,Month,Day,LST,Solar Flare,Sunspot Number
2006,6,8,25.73,0,58
2006,6,9,22.84,0,47
2006,6,10,20.06,0,49
2006,6,11,36.75,0,37
2006,6,12,28.29,0,30
2006,6,13,31.01,0,28
2006,6,14,26.28,0,14
2006,6,15,35.17,0.15,14
2006,6,16,29.97,0,21
2006,6,17,34.33,0,23
2006,6,18,37.79,0,18
2006,6,19,37.81,0,21
2006,6,20,39.39,0,21
2006,6,21,39.93,0,18
2006,6,22,33.21,0,0
2006,6,23,35.91,0,0
2006,6,24,34.69,0,0
2006,6,25,36.53,0,14
2006,6,26,41.03,0,18
2006,6,27,34.17,0,23
2006,6,28,37.39,0,42
2006,6,29,35.99,0,46
2006,6,30,37.13,0,44
2006,7,1,38.59,0,38
2006,7,2,30.81,0,31
2006,7,3,35.31,0,35
2006,7,4,32.21,0,36
2006,7,5,34.18,0,35
2006,7,6,22.83,8.82,36
2006,7,7,20.36,0,36
2006,7,8,23.28,0,35
2006,7,9,28.61,0,31
2006,7,10,28.11,0,15
2006,7,11,36.36,0,15
2006,7,12,27.43,0,13
2006,7,13,29.91,0,0
2006,7,14,29.37,0,15
2006,7,15,29.91,0,16
2006,7,16,37.35,0,20
2006,7,17,30.65,0,22
2006,7,18,33.17,0,22
2006,7,19,29.54,0,24
2006,7,20,32.43,0,15
2006,7,21,27.85,0,0
2006,7,22,33.63,0,15
2006,7,23,37.47,0,18
2006,7,24,34.67,0,20
2006,7,25,36.29,0,18
2006,7,26,34.96,0,18
2006,7,27,30.73,0,18
2006,7,28,35.83,0,16
2006,7,29,34.31,0,16
2006,7,30,26.31,0,31
2006,7,31,38.13,0,27
2006,8,1,35.61,0,11
2006,8,2,39.15,0,11
2006,8,3,28.91,0,15
2006,8,4,27.86,0,0
2006,8,5,33.53,0,0
2006,8,6,29.95,0,0
2006,8,7,36.85,0,0
2006,8,8,38.73,0,11
2006,8,9,39.69,0,26
2006,8,10,35.21,2,27
2006,8,11,36.43,0.17,26
2006,8,12,35.83,0,24
2006,8,13,32.71,0.52,26
2006,8,14,32.87,0,31
2006,8,15,39.61,0,31
2006,8,16,39.73,0.08,31
2006,8,17,44.26,0,27
2006,8,18,30.47,0,31
2006,8,19,31.41,0,24
2006,8,20,34.45,0.11,16
2006,8,21,31.27,0,26
2006,8,22,36.27,0,15
2006,8,23,35.82,0.18,19
2006,8,24,39.00,0,19
2006,8,25,32.45,0.4,24
2006,8,26,33.27,0.57,23
2006,8,27,33.47,0.36,34
2006,8,28,35.49,0,35
2006,8,29,37.41,0,27
2006,8,30,33.45,0,19
2006,8,31,40.37,0,35
2006,9,1,37.55,0.69,35
2006,9,2,36.85,0,16
2006,9,3,38.23,0,0
2006,9,4,32.45,0,0
2006,9,5,29.77,0,26
2006,9,6,38.39,0,39
2006,9,7,32.93,0,48
2006,9,8,31.89,0,48
2006,9,9,38.15,0,49
2006,9,10,31.67,0,49
2006,9,11,31.03,0.34,44
2006,9,12,33.17,0,31
2006,9,13,35.29,0,30
2006,9,14,35.87,0.08,15
2006,9,15,34.89,0,15
2006,9,16,39.93,0,13
2006,9,17,34.31,0,25
2006,9,18,39.79,0,12
2006,9,19,37.03,0,13
2006,9,20,32.35,0,13
2006,9,21,28.95,1.7,13
2006,9,22,25.23,1.11,18
2006,9,23,21.19,0.17,13
2006,9,24,32.71,0.15,15
2006,9,25,28.83,0.49,13
2006,9,26,36.83,0,16
2006,9,27,35.47,0,12
2006,9,28,36.35,0,13
2006,9,29,37.01,0,36
2006,9,30,36.97,1.1,41
2006,10,1,33.19,0,35
2006,10,2,39.43,0,33
2006,10,3,35.69,0,23
2006,10,4,38.47,0,23
2006,10,5,31.55,0.58,24
2006,10,6,38.85,0,23
2006,10,7,32.49,0,23
2006,10,8,35.91,0,21
2006,10,9,34.33,0,21
2006,10,10,36.33,0,14
2006,10,11,30.57,0,0
2006,10,12,36.11,0,0
2006,10,13,32.59,0,0
2006,10,14,32.21,0,0
2006,10,15,34.33,0,0
2006,10,16,31.91,0,0
2006,10,17,37.23,0,0
2006,10,18,38.23,0,0
2006,10,19,37.85,0,14
2006,10,20,41.97,0.51,14
2006,10,21,34.81,0,16
2006,10,22,33.81,0,23
2006,10,23,34.39,0,38
2006,10,24,36.21,0,30
2006,10,25,32.59,0,14
2006,10,26,39.03,0,0
2006,10,27,46.65,0,13
2006,10,28,34.61,0,13
2006,10,29,43.53,0,0
2006,10,30,37.93,0.43,13
2006,10,31,37.25,0,33
2006,11,1,38.45,0,53
2006,11,2,37.79,0,70
2006,11,3,37.13,0,73
2006,11,4,37.75,0,65
2006,11,5,40.55,0.43,53
2006,11,6,36.07,0,40
2006,11,7,38.47,0,32
2006,11,8,33.21,0,43
2006,11,9,33.06,0,30
2006,11,10,39.61,0,15
2006,11,11,33.07,0.36,18
2006,11,12,29.75,0,22
2006,11,13,35.07,0,35
2006,11,14,36.11,0,47
2006,11,15,35.27,1.16,45
2006,11,16,35.51,0,52
2006,11,17,32.21,0.53,47
2006,11,18,34.87,0.44,47
2006,11,19,29.43,0.08,45
2006,11,20,32.59,0,30
2006,11,21,32.69,0,0
2006,11,22,32.83,0,0
2006,11,23,35.79,0,12
2006,11,24,31.29,0,0
2006,11,25,33.67,0,13
2006,11,26,28.21,0,15
2006,11,27,32.89,0.9,33
2006,11,28,29.13,0,38
2006,11,29,31.03,0,40
2006,11,30,29.43,0,58
2006,12,1,28.57,0.17,56
2006,12,2,30.49,2.63,53
2006,12,3,26.77,0.56,46
2006,12,4,31.39,0.11,39
2006,12,5,28.73,15.25,46
2006,12,6,32.25,42.1,54
2006,12,7,30.49,10.71,51
2006,12,8,30.79,0,28
2006,12,9,30.31,0.29,21
2006,12,10,27.95,0.75,23
2006,12,11,31.11,3.97,28
2006,12,12,25.55,3.17,28
2006,12,13,29.41,47.55,26
2006,12,14,27.09,18.79,23
2006,12,15,28.93,2.06,21
2006,12,16,29.99,2,20
2006,12,17,30.27,0,15
2006,12,18,30.99,0,0
2006,12,19,27.93,0,0
2006,12,20,32.53,0,0
2006,12,21,29.73,0,0
2006,12,22,32.85,0,0
2006,12,23,30.13,0,0
2006,12,24,30.39,0,13
2006,12,25,30.53,0.15,16
2006,12,26,27.75,0,21
2006,12,27,28.59,0,20
2006,12,28,24.81,0,0
2006,12,29,27.81,0,0
2006,12,30,24.23,0,16
2006,12,31,25.04,1.36,28
2007,1,1,27.61,0,38
2007,1,2,26.65,0,42
2007,1,3,25.93,0,44
2007,1,4,24.49,0,44
2007,1,5,26.75,0,49
2007,1,6,24.59,0,47
2007,1,7,30.93,0,42
2007,1,8,27.07,0,52
2007,1,9,27.03,0,47
2007,1,10,28.33,1.32,42
2007,1,11,27.33,0,40
2007,1,12,28.11,0.26,28
2007,1,13,25.47,0,30
2007,1,14,28.17,1.75,19
2007,1,15,24.91,6.94,19
2007,1,16,27.37,2.2,19
2007,1,17,27.95,0,16
2007,1,18,28.97,0,17
2007,1,19,29.35,0,24
2007,1,20,25.97,0,19
2007,1,21,28.95,0.3,19
2007,1,22,24.25,0,21
2007,1,23,29.09,0,17
2007,1,24,28.37,0.16,19
2007,1,25,30.73,0,14
2007,1,26,29.75,0,12
2007,1,27,27.87,0,12
2007,1,28,33.37,0,14
2007,1,29,31.03,1.85,31
2007,1,30,31.39,0.38,35
2007,1,31,27.17,0,35
2007,2,1,30.51,0.13,38
2007,2,2,29.95,0,41
2007,2,3,29.23,0,36
2007,2,4,29.57,0,29
2007,2,5,25.73,0,27
2007,2,6,29.09,0,26
2007,2,7,25.23,0,26
2007,2,8,31.23,0,14
2007,2,9,31.69,0,12
2007,2,10,32.39,0,12
2007,2,11,33.07,0,0
2007,2,12,31.47,0,0
2007,2,13,32.01,0,0
2007,2,14,31.12,0,0
2007,2,15,28.87,0,0
2007,2,16,27.15,0,0
2007,2,17,29.55,0,14
2007,2,18,30.35,0,14
2007,2,19,31.21,0.17,34
2007,2,20,31.95,0,29
2007,2,21,31.33,0,17
2007,2,22,33.67,0,27
2007,2,23,31.91,0,26
2007,2,24,34.39,0,14
2007,2,25,35.13,0,14
2007,2,26,33.43,0,26
2007,2,27,35.69,0,26
2007,2,28,34.49,0,14
2007,3,1,34.67,0,11
2007,3,2,30.83,0,11
2007,3,3,34.33,0,11
2007,3,4,30.85,0,13
2007,3,5,36.03,0,27
2007,3,6,34.89,0,22
2007,3,7,35.53,0,0
2007,3,8,38.11,0,0
2007,3,9,34.11,0,0
2007,3,10,38.89,0,0
2007,3,11,35.05,0,14
2007,3,12,40.05,0,13
2007,3,13,39.53,0,0
2007,3,14,39.25,0,0
2007,3,15,36.39,0,0
2007,3,16,37.17,0,0
2007,3,17,39.99,0,0
2007,3,18,35.39,0,0
2007,3,19,40.75,0,0
2007,3,20,38.35,0,0
2007,3,21,38.57,0,0
2007,3,22,40.13,0,0
2007,3,23,40.13,0,13
2007,3,24,43.07,0,13
2007,3,25,39.03,0,0
2007,3,26,44.53,0,14
2007,3,27,41.01,0,13
2007,3,28,45.61,0,13
2007,3,29,43.69,0,13
2007,3,30,44.83,0,11
2007,3,31,43.47,0.39,11
2007,4,1,39.27,0,16
2007,4,2,46.15,0,0
2007,4,3,38.43,0,0
2007,4,4,40.44,0,0
2007,4,5,43.09,0,0
2007,4,6,43.89,0,0
2007,4,7,45.35,0,0
2007,4,8,39.75,0,0
2007,4,9,38.86,0,0
2007,4,10,42.01,0,0
2007,4,11,39.45,0,0
2007,4,12,28.01,0,0
2007,4,13,38.27,0,0
2007,4,14,37.19,0,0
2007,4,15,39.27,0,0
2007,4,16,44.77,0,0
2007,4,17,37.03,0,11
2007,4,18,38.12,0,0
2007,4,19,33.99,0,0
2007,4,20,45.97,0,0
2007,4,21,35.25,0,0
2007,4,22,39.51,0,0
2007,4,23,44.85,0,0
2007,4,24,33.35,0,0
2007,4,25,38.17,0,13
2007,4,26,33.51,0,16
2007,4,27,40.27,0.26,18
2007,4,28,32.89,0,23
2007,4,29,43.27,0,32
2007,4,30,43.01,0.34,34
2007,5,1,45.41,0,33
2007,5,2,45.11,3.35,33
2007,5,3,41.13,0.04,20
2007,5,4,47.45,0,18
2007,5,5,37.83,0.34,17
2007,5,6,46.51,0,15
2007,5,7,43.21,0,13
2007,5,8,43.47,0,15
2007,5,9,41.31,0,18
2007,5,10,38.49,0,20
2007,5,11,41.95,0,23
2007,5,12,35.59,0.2,22
2007,5,13,42.63,0,18
2007,5,14,40.55,0,30
2007,5,15,30.93,0.22,30
2007,5,16,37.17,1.5,32
2007,5,17,37.03,0,40
2007,5,18,40.53,0,42
2007,5,19,39.27,1,37
2007,5,20,45.67,0,23
2007,5,21,46.96,0.42,18
2007,5,22,37.89,0.23,15
2007,5,23,33.47,0,23
2007,5,24,39.85,0,15
2007,5,25,36.21,0,0
2007,5,26,31.79,0,0
2007,5,27,36.83,0,0
2007,5,28,31.95,0,0
2007,5,29,46.25,0,12
2007,5,30,45.73,0,12
2007,5,31,44.09,0,12
2007,6,1,44.41,0.21,34
2007,6,2,37.91,1.17,44
2007,6,3,37.25,3.99,55
2007,6,4,31.81,20.79,60
2007,6,5,30.95,3.8,62
2007,6,6,27.04,5.78,58
2007,6,7,32.39,0.59,66
2007,6,8,31.57,2.86,60
2007,6,9,31.99,2.74,21
2007,6,10,31.58,0.63,16
2007,6,11,31.38,0.19,16
2007,6,12,31.41,0,14
2007,6,13,27.05,0,14
2007,6,14,34.55,0,0
2007,6,15,34.14,0,0
2007,6,16,30.45,0,0
2007,6,17,25.19,0,0
2007,6,18,34.01,0,0
2007,6,19,35.13,0,0
2007,6,20,34.29,0,0
2007,6,21,38.51,0,0
2007,6,22,32.33,0,0
2007,6,23,34.41,0,0
2007,6,24,29.35,0,0
2007,6,25,37.07,0,12
2007,6,26,32.83,0,14
2007,6,27,36.73,0,14
2007,6,28,34.69,1.1,16
2007,6,29,34.89,2.13,32
2007,6,30,34.69,0,32
2007,7,1,29.09,0.44,30
2007,7,2,33.71,0,17
2007,7,3,31.43,0.18,14
2007,7,4,33.75,0,14
2007,7,5,27.91,0,14
2007,7,6,27.53,0,14
2007,7,7,31.47,0,12
2007,7,8,32.53,4.14,16
2007,7,9,38.67,5.72,22
2007,7,10,39.33,22.25,27
2007,7,11,31.73,0.22,27
2007,7,12,34.53,0,23
2007,7,13,35.75,0,41
2007,7,14,30.65,0,42
2007,7,15,28.25,0.16,39
2007,7,16,31.91,0.82,31
2007,7,17,31.53,0,17
2007,7,18,26.97,1.26,14
2007,7,19,25.20,0,12
2007,7,20,25.94,0,0
2007,7,21,24.67,0,0
2007,7,22,22.23,0,0
2007,7,23,30.61,0,0
2007,7,24,22.99,0,0
2007,7,25,26.04,0,0
2007,7,26,21.97,0,0
2007,7,27,22.65,0,0
2007,7,28,36.03,0.85,14
2007,7,29,32.57,0,14
2007,7,30,30.07,0,14
2007,7,31,29.85,0,0
2007,8,1,29.93,0,0
2007,8,2,34.77,0,0
2007,8,3,39.27,0,11
2007,8,4,32.49,0,11
2007,8,5,38.55,0,11
2007,8,6,32.09,5.75,13
2007,8,7,31.07,0,13
2007,8,8,32.13,0,15
2007,8,9,38.49,0,15
2007,8,10,37.21,0,15
2007,8,11,41.02,0,13
2007,8,12,30.71,0,13
2007,8,13,29.81,0,13
2007,8,14,28.29,0,0
2007,8,15,25.91,0,0
2007,8,16,22.60,0,0
2007,8,17,28.25,0,0
2007,8,18,36.21,0,0
2007,8,19,36.59,0,0
2007,8,20,35.07,0,0
2007,8,21,34.35,0,15
2007,8,22,35.33,0,13
2007,8,23,38.05,0,13
2007,8,24,34.29,0.79,13
2007,8,25,34.85,0,13
2007,8,26,32.53,0,13
2007,8,27,32.13,0,13
2007,8,28,30.59,0,13
2007,8,29,34.13,0,13
2007,8,30,31.99,0,13
2007,8,31,35.97,0.07,28
2007,9,1,35.81,0,24
2007,9,2,33.53,0,13
2007,9,3,32.65,0,13
2007,9,4,28.79,0,13
2007,9,5,26.92,0,13
2007,9,6,24.55,0,0
2007,9,7,22.37,0,0
2007,9,8,30.87,0,0
2007,9,9,31.17,0,0
2007,9,10,33.39,0,0
2007,9,11,32.73,0,0
2007,9,12,33.35,0,0
2007,9,13,32.05,0,0
2007,9,14,31.19,0,0
2007,9,15,30.63,0,0
2007,9,16,35.09,0,0
2007,9,17,37.55,0,0
2007,9,18,35.05,0,0
2007,9,19,39.53,0,0
2007,9,20,39.43,0,0
2007,9,21,44.11,0,0
2007,9,22,37.09,0,0
2007,9,23,37.87,0,0
2007,9,24,33.45,0,0
2007,9,25,31.53,0,0
2007,9,26,37.99,0,0
2007,9,27,36.89,0,0
2007,9,28,34.69,0,15
2007,9,29,36.63,0,15
2007,9,30,32.39,0,15
2007,10,1,31.89,0,0
2007,10,2,33.23,0,0
2007,10,3,40.33,0,0
2007,10,4,37.71,0,0
2007,10,5,34.59,0,0
2007,10,6,36.99,0,19
2007,10,7,34.79,0,16
2007,10,8,26.39,0,12
2007,10,9,33.15,0,0
2007,10,10,39.57,0,0
2007,10,11,34.57,0,0
2007,10,12,39.51,0,0
2007,10,13,36.77,0,0
2007,10,14,36.67,0,0
2007,10,15,30.59,0,0
2007,10,16,30.41,0,0
2007,10,17,31.65,0,0
2007,10,18,31.09,0,0
2007,10,19,37.83,0,0
2007,10,20,34.39,0,0
2007,10,21,31.41,0,0
2007,10,22,36.55,0,0
2007,10,23,32.07,0,0
2007,10,24,36.83,0,0
2007,10,25,36.49,0,0
2007,10,26,37.15,0,0
2007,10,27,36.99,0,0
2007,10,28,33.29,0,0
2007,10,29,37.01,0,0
2007,10,30,33.95,0,0
2007,10,31,37.87,0,0
2007,11,1,36.47,0,0
2007,11,2,34.13,0,0
2007,11,3,38.11,0,0
2007,11,4,31.47,0,0
2007,11,5,34.49,0,0
2007,11,6,30.61,0,13
2007,11,7,34.39,0,0
2007,11,8,32.51,0,0
2007,11,9,41.07,0,0
2007,11,10,34.35,0,0
2007,11,11,33.65,0,0
2007,11,12,35.77,0,0
2007,11,13,40.59,0.14,0
2007,11,14,36.35,0,0
2007,11,15,30.25,0,0
2007,11,16,27.65,0,16
2007,11,17,31.41,0.14,15
2007,11,18,31.39,0,0
2007,11,19,33.97,0,0
2007,11,20,31.05,0,0
2007,11,21,35.19,0,0
2007,11,22,30.99,0,0
2007,11,23,34.35,0,0
2007,11,24,34.17,0,16
2007,11,25,33.21,0,13
2007,11,26,34.01,0,12
2007,11,27,31.41,0,0
2007,11,28,32.79,0,0
2007,11,29,30.13,0,0
2007,11,30,33.61,0,0
2007,12,1,30.07,1.52,17
2007,12,2,30.49,2.92,15
2007,12,3,28.43,0,12
2007,12,4,28.13,0.08,15
2007,12,5,29.93,0.34,14
2007,12,6,29.71,4.9,27
2007,12,7,31.59,17.6,26
2007,12,8,28.73,7.95,43
2007,12,9,30.59,3.35,45
2007,12,10,29.37,1.87,41
2007,12,11,30.19,2.74,41
2007,12,12,30.13,2.38,48
2007,12,13,28.95,7.4,51
2007,12,14,30.69,3.5,41
2007,12,15,27.37,0,38
2007,12,16,30.57,0,31
2007,12,17,27.95,1.59,19
2007,12,18,28.61,0.12,12
2007,12,19,29.25,0,0
2007,12,20,27.99,0,0
2007,12,21,26.89,0,0
2007,12,22,24.57,0,0
2007,12,23,27.31,0,0
2007,12,24,25.93,0,0
2007,12,25,28.25,0,0
2007,12,26,27.69,0,0
2007,12,27,28.75,0,0
2007,12,28,27.67,0,0
2007,12,29,27.43,0,0
2007,12,30,29.53,0,0
2007,12,31,30.07,0,0
2008,1,1,30.83,0.14,9
2008,1,2,35.53,0,9
2008,1,3,31.17,0,9
2008,1,4,29.93,0,12
2008,1,5,29.35,0,10
2008,1,6,30.17,0,14
2008,1,7,28.87,1.31,14
2008,1,8,31.03,0,11
2008,1,9,28.69,0,0
2008,1,10,30.01,0,10
2008,1,11,29.05,0,10
2008,1,12,29.37,0,0
2008,1,13,27.49,0,0
2008,1,14,28.63,0,0
2008,1,15,28.03,0,0
2008,1,16,25.49,0,0
2008,1,17,28.49,0,0
2008,1,18,25.33,0,0
2008,1,19,28.23,0,0
2008,1,20,29.35,0,0
2008,1,21,28.15,0,0
2008,1,22,30.35,0,0
2008,1,23,28.83,0,0
2008,1,24,31.15,0,0
2008,1,25,21.45,0,0
2008,1,26,26.95,0,0
2008,1,27,23.29,0,0
2008,1,28,25.67,0,0
2008,1,29,24.83,0,0
2008,1,30,25.69,0,10
2008,1,31,24.41,0,10
2008,2,1,24.39,0.04,15
2008,2,2,25.39,0,12
2008,2,3,24.77,0,12
2008,2,4,27.81,0,11
2008,2,5,27.69,0,0
2008,2,6,29.69,0,0
2008,2,7,28.91,0,0
2008,2,8,29.07,0,0
2008,2,9,31.45,0,0
2008,2,10,24.27,0,0
2008,2,11,29.99,0,0
2008,2,12,27.31,0,0
2008,2,13,30.11,0,0
2008,2,14,29.47,0,0
2008,2,15,27.87,0,0
2008,2,16,29.27,0,0
2008,2,17,26.29,0,0
2008,2,18,30.49,0,0
2008,2,19,27.53,0,0
2008,2,20,29.61,0,0
2008,2,21,33.43,0,0
2008,2,22,33.55,0,0
2008,2,23,36.45,0,0
2008,2,24,31.73,0,0
2008,2,25,35.09,0,11
2008,2,26,28.39,0,11
2008,2,27,33.87,0,11
2008,2,28,33.17,0,0
2008,2,29,34.59,0,0
2008,3,1,35.63,0,0
2008,3,2,31.33,0,0
2008,3,3,36.15,0,12
2008,3,4,29.59,0,0
2008,3,5,33.87,0,0
2008,3,6,27.47,0,13
2008,3,7,34.65,0,0
2008,3,8,36.49,0,0
2008,3,9,35.07,0,0
2008,3,10,36.87,0,15
2008,3,11,30.37,1.27,0
2008,3,12,40.17,0,0
2008,3,13,42.75,0,0
2008,3,14,36.69,0,0
2008,3,15,41.85,0,12
2008,3,16,39.45,0,12
2008,3,17,43.27,0,12
2008,3,18,35.65,0,0
2008,3,19,41.75,0,0
2008,3,20,34.93,0,0
2008,3,21,39.05,0,0
2008,3,22,38.77,0,0
2008,3,23,39.09,0.1,0
2008,3,24,42.67,1.54,32
2008,3,25,38.13,2.01,54
2008,3,26,44.31,0.71,60
2008,3,27,35.37,0.28,59
2008,3,28,43.89,0,57
2008,3,29,37.95,0,50
2008,3,30,37.79,0,52
2008,3,31,42.57,0.21,42
2008,4,1,39.49,0,20
2008,4,2,42.15,0,11
2008,4,3,37.23,0.69,11
2008,4,4,38.13,0.16,9
2008,4,5,35.15,0,0
2008,4,6,43.89,0,0
2008,4,7,37.99,0,0
2008,4,8,41.85,0,0
2008,4,9,45.05,0,0
2008,4,10,44.47,0,0
2008,4,11,46.41,0,0
2008,4,12,37.69,0,0
2008,4,13,44.39,0,9
2008,4,14,40.49,0,9
2008,4,15,41.63,0,0
2008,4,16,31.69,0,0
2008,4,17,42.47,0,0
2008,4,18,39.79,0,0
2008,4,19,38.71,0,10
2008,4,20,46.53,0,0
2008,4,21,38.53,0,0
2008,4,22,45.97,0,10
2008,4,23,43.65,0,10
2008,4,24,43.05,0,9
2008,4,25,43.79,0,0
2008,4,26,41.03,0.91,0
2008,4,27,44.65,0,0
2008,4,28,35.85,0,0
2008,4,29,41.79,0,0
2008,4,30,42.25,0,0
2008,5,1,46.99,0,10
2008,5,2,33.97,0,0
2008,5,3,42.93,0,0
2008,5,4,39.77,0,10
2008,5,5,37.65,0,12
2008,5,6,40.09,0,0
2008,5,7,32.61,0,0
2008,5,8,41.21,0,0
2008,5,9,38.91,0,0
2008,5,10,37.75,0,0
2008,5,11,38.39,0,0
2008,5,12,42.35,0,0
2008,5,13,47.53,0,12
2008,5,14,38.83,0,0
2008,5,15,44.27,0,13
2008,5,16,37.77,0,20
2008,5,17,38.67,0,17
2008,5,18,31.59,0,22
2008,5,19,34.75,0,16
2008,5,20,37.91,0,10
2008,5,21,40.69,0,0
2008,5,22,45.63,0,0
2008,5,23,33.39,0,0
2008,5,24,44.41,0,0
2008,5,25,32.53,0,0
2008,5,26,36.19,0,0
2008,5,27,37.39,0,0
2008,5,28,33.35,0,0
2008,5,29,41.81,0,0
2008,5,30,28.83,0,0
2008,5,31,39.77,0,0
2008,6,1,37.03,0,0
2008,6,2,40.09,0,0
2008,6,3,38.49,0,0
2008,6,4,40.31,0,0
2008,6,5,33.21,0,14
2008,6,6,27.81,0,0
2008,6,7,33.05,0,0
2008,6,8,22.57,0,0
2008,6,9,34.57,0,0
2008,6,10,31.27,0,14
2008,6,11,33.15,0,12
2008,6,12,35.51,0,11
2008,6,13,32.69,0,12
2008,6,14,27.95,0,0
2008,6,15,36.71,0,11
2008,6,16,34.23,0,11
2008,6,17,39.24,0,11
2008,6,18,27.23,0,12
2008,6,19,26.57,0,11
2008,6,20,24.61,0,12
2008,6,21,30.91,0,12
2008,6,22,27.11,0,12
2008,6,23,31.35,0,0
2008,6,24,38.85,0,0
2008,6,25,38.05,0,0
2008,6,26,34.61,0,0
2008,6,27,32.35,0,0
2008,6,28,27.75,0,0
2008,6,29,24.71,0,0
2008,6,30,20.63,0,0
2008,7,1,22.36,0,0
2008,7,2,28.13,0,0
2008,7,3,33.90,0,0
2008,7,4,32.09,0,0
2008,7,5,30.28,0,0
2008,7,6,32.47,0,0
2008,7,7,33.83,0,0
2008,7,8,30.29,0,0
2008,7,9,34.15,0,0
2008,7,10,33.08,0,0
2008,7,11,31.81,0,0
2008,7,12,35.89,0,0
2008,7,13,28.01,0,0
2008,7,14,28.10,0,0
2008,7,15,27.70,0,0
2008,7,16,26.18,0,0
2008,7,17,25.85,0,0
2008,7,18,23.01,0,6
2008,7,19,21.85,0,7
2008,7,20,20.03,0,6
2008,7,21,26.47,0,0
2008,7,22,33.43,0,0
2008,7,23,32.51,0,0
2008,7,24,30.19,0,0
2008,7,25,30.37,0,0
2008,7,26,33.01,0,0
2008,7,27,35.95,0,0
2008,7,28,39.39,0,0
2008,7,29,34.03,0,0
2008,7,30,29.69,0,0
2008,7,31,32.03,0,0
2008,8,1,31.97,0,0
2008,8,2,29.75,0,0
2008,8,3,31.73,0,0
2008,8,4,24.81,0,0
2008,8,5,31.93,0,0
2008,8,6,29.69,0,0
2008,8,7,33.61,0,0
2008,8,8,36.67,0,0
2008,8,9,35.59,0,0
2008,8,10,23.23,0,0
2008,8,11,28.48,0,0
2008,8,12,34.26,0,0
2008,8,13,35.79,0,0
2008,8,14,29.87,0,0
2008,8,15,25.61,0,0
2008,8,16,29.97,0,0
2008,8,17,28.58,0,0
2008,8,18,31.03,0,0
2008,8,19,28.89,0,0
2008,8,20,36.39,0,0
2008,8,21,34.11,0,5
2008,8,22,38.13,0,5
2008,8,23,35.35,0,0
2008,8,24,31.15,0,0
2008,8,25,28.89,0,0
2008,8,26,30.17,0,0
2008,8,27,29.09,0,0
2008,8,28,29.58,0,0
2008,8,29,29.68,0,0
2008,8,30,27.31,0,0
2008,8,31,36.15,0,0
2008,9,1,33.71,0,0
2008,9,2,31.71,0,0
2008,9,3,29.71,0,0
2008,9,4,33.57,0,0
2008,9,5,27.57,0,0
2008,9,6,36.65,0,0
2008,9,7,36.65,0,0
2008,9,8,33.13,0,0
2008,9,9,38.27,0,0
2008,9,10,35.01,0,0
2008,9,11,36.69,0,7
2008,9,12,39.69,0,0
2008,9,13,37.27,0,0
2008,9,14,42.03,0,0
2008,9,15,37.87,0,0
2008,9,16,30.59,0,0
2008,9,17,31.43,0,0
2008,9,18,33.99,0,0
2008,9,19,33.75,0,0
2008,9,20,35.51,0,0
2008,9,21,39.87,0,0
2008,9,22,32.35,0,9
2008,9,23,40.09,0,10
2008,9,24,36.05,0,0
2008,9,25,33.01,0,0
2008,9,26,31.93,0,0
2008,9,27,32.21,0,0
2008,9,28,31.58,0,0
2008,9,29,36.81,0,9
2008,9,30,34.73,0,0
2008,10,1,38.85,0,0
2008,10,2,32.81,0,0
2008,10,3,34.51,0,0
2008,10,4,34.47,0,10
2008,10,5,34.01,0,0
2008,10,6,33.71,0,0
2008,10,7,27.71,0,0
2008,10,8,35.65,0,0
2008,10,9,33.75,0,0
2008,10,10,33.25,0,10
2008,10,11,33.59,0,13
2008,10,12,33.95,0,16
2008,10,13,36.91,0,13
2008,10,14,30.63,0,13
2008,10,15,38.81,0,12
2008,10,16,34.35,0,17
2008,10,17,40.73,0,12
2008,10,18,40.59,0,0
2008,10,19,39.61,0,0
2008,10,20,38.13,0,0
2008,10,21,33.81,0,0
2008,10,22,38.85,0,0
2008,10,23,35.47,0,0
2008,10,24,35.07,0,0
2008,10,25,27.11,0,0
2008,10,26,27.03,0,0
2008,10,27,25.05,0,0
2008,10,28,32.23,0,0
2008,10,29,33.31,0,0
2008,10,30,31.21,0,0
2008,10,31,36.17,0,13
2008,11,1,31.83,0,15
2008,11,2,36.73,0.25,18
2008,11,3,33.73,0.43,18
2008,11,4,34.45,0.16,16
2008,11,5,35.19,0.05,13
2008,11,6,31.97,0,11
2008,11,7,36.21,0,0
2008,11,8,31.97,0,0
2008,11,9,36.41,0,0
2008,11,10,34.33,0,0
2008,11,11,34.97,0,20
2008,11,12,35.15,0,23
2008,11,13,32.11,0,15
2008,11,14,33.51,0,13
2008,11,15,41.91,0,13
2008,11,16,33.19,0,13
2008,11,17,30.53,0,11
2008,11,18,33.71,0,0
2008,11,19,32.85,0,0
2008,11,20,33.81,0,0
2008,11,21,34.07,0,0
2008,11,22,29.91,0,0
2008,11,23,32.85,0,0
2008,11,24,28.71,0,0
2008,11,25,32.71,0,0
2008,11,26,31.73,0,0
2008,11,27,34.53,0,0
2008,11,28,33.93,0,0
2008,11,29,31.63,0,0
2008,11,30,35.15,0,0
2008,12,1,29.47,0,0
2008,12,2,33.43,0,0
2008,12,3,29.55,0,0
2008,12,4,31.47,0,0
2008,12,5,31.83,0,0
2008,12,6,31.83,0,0
2008,12,7,32.77,0,0
